trial_id,number_of_countries,min_end_date,max_end_date,comp_date,has_results,includes_pip,rare_disease,phase,bioequivalence_study,health_volunteers,trial_status,terminated,sponsor_status,name_of_sponsor
2006-004396-35,1,2010-11-10,2010-11-10,1,0,0,0,2,0,1,1,0,0,Belfast City Hospital Trust
2006-004397-27,1,2009-04-22,2009-04-22,1,1,0,0,2,0,0,1,0,1,Bayer Schering Pharma AG
2006-004398-89,4,2008-08-25,2008-08-28,2,0,0,0,3,0,0,1,1,1,Medinova AG
2006-004399-11,3,2009-05-13,2009-05-13,2,0,0,0,3,0,0,1,1,1,Medinova AG
2006-004407-19,4,2007-09-04,2007-09-06,4,1,0,0,2,0,0,1,0,1,F. Hoffmann-La Roche Ltd
2006-004411-21,1,,,0,0,0,0,4,0,0,1,0,0,Organisation name was not entered
2006-004415-22,1,,,0,0,0,0,4,0,0,0,0,0,Karolinska University Hospital
2006-004419-24,1,,,0,0,0,0,4,0,0,0,0,0,Southampton University Hospitals Trust (R&D)
2006-004420-37,3,2009-05-27,2011-01-04,3,0,0,1,3,0,0,1,0,1,"Osiris Therapeutics, Inc."
2006-004421-28,6,2008-08-12,2008-08-29,3,1,0,0,4,0,0,2,0,1,Pfizer Pharma GmbH
2006-004423-11,4,2009-04-02,2009-06-12,3,1,0,0,2,0,0,1,1,1,SCS Boehringer Ingelheim Comm.V
2006-004427-11,1,,,0,0,0,0,2,0,0,0,0,0,"Univ of Lund, Dept of Pediatrics"
2006-004429-27,1,,,0,0,0,0,2,0,0,1,0,0,ISTITUTO  CLINICO  HUMANITAS
2006-004432-70,1,,,0,0,0,0,2,0,0,0,0,0,AZIENDA OSPEDALIERA SPEDALI CIVILI DI BRESCIA
2006-004434-32,1,,,0,0,0,0,2,0,0,0,0,0,"Technische Universität München, Fakultät für Medizin, Klinikum rechts der Isar"
2006-004435-30,1,,,0,0,0,0,4,0,0,0,0,0,FONDAZIONE SANTA LUCIA
2006-004437-15,1,,,0,0,0,0,2,0,0,1,0,0,ISTITUTO  CLINICO  HUMANITAS
2006-004441-42,1,2009-12-31,2009-12-31,1,0,0,0,4,0,0,1,1,0,Southport and Ormskirk Hospital NHS Trust
2006-004442-16,1,,,0,0,0,0,4,0,0,1,0,0,Imperial College London
2006-004445-42,1,,,0,0,0,0,4,0,0,0,0,0,Institut for Pharmacology and Toxicology
2006-004447-35,1,2008-04-01,2008-04-01,1,0,0,0,2,0,0,1,0,0,Hull and East Yorkshire Hospital Trust
2006-004449-40,14,2008-09-19,2008-10-22,10,1,0,0,2,0,0,2,0,1,Bayer HealthCare AG
2006-004451-38,3,2009-12-10,2009-12-10,2,1,0,0,2,0,0,2,0,1,"Pfizer, S.L.U."
2006-004452-20,1,2011-05-26,2011-05-26,1,0,0,0,2,0,0,1,1,0,King's College Hospital NHS Foundation Trust
2006-004453-18,5,2009-08-03,2009-08-03,2,1,0,0,4,0,0,2,1,1,"Wyeth Pharmaceuticals France, Wyeth Research Division"
2006-004454-25,5,2009-11-17,2009-11-24,3,1,0,0,4,0,0,2,0,1,Wyeth Pharmaceuticals France
2006-004455-37,1,2009-05-13,2009-05-13,1,1,0,0,3,0,0,1,0,1,Takeda Pharma GmbH
2006-004457-20,1,,,0,0,0,0,4,0,1,0,0,0,ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS (AP-HP)
2006-004458-26,7,2007-06-05,2007-06-15,3,1,0,0,3,0,0,2,1,1,Bayer Healthcare LLC
2006-004460-31,1,2015-05-11,2015-05-11,1,0,0,0,4,0,0,1,0,0,Guy's & St Thomas' NHS Foundation Trust
2006-004461-34,1,2013-09-17,2013-09-17,1,0,0,0,2,0,0,1,1,0,University of Nottingham
2006-004464-31,1,,,0,0,0,3,4,0,0,0,0,0,Eija Kalso
2006-004465-33,1,,,0,0,0,0,2,0,0,0,0,0,Eero Kaasinen
2006-004467-65,1,2010-10-28,2010-10-28,1,0,0,0,3,0,0,1,0,0,Technical University Dresden
2006-004469-32,4,2010-02-25,2010-02-25,1,1,0,2,2,0,0,2,0,1,CELGENE CORPORATION
2006-004470-26,1,,,0,0,0,0,4,0,0,0,0,0,The Institute of Cancer Research
2006-004476-12,4,2011-12-11,2011-12-11,1,0,0,0,3,0,0,2,0,0,University of New South Wales
2006-004478-29,1,,,0,0,0,0,2,0,0,0,0,0,G.O.N.O. - GRUPPO ONCOLOGICO NORD OVEST
2006-004481-13,8,2009-04-30,2009-04-30,5,1,0,0,2,0,2,2,0,1,Novo Nordisk A/S
2006-004482-33,1,,,0,0,0,0,2,0,1,0,0,0,University Medical Center Utrecht
2006-004484-54,2,2008-08-08,2008-08-08,2,0,0,1,2,0,0,1,0,1,Fresenius Biotech GmbH
2006-004485-14,1,,,0,0,0,0,2,0,0,0,0,0,"Aarhus University Hospital, Skejby sygehus"
2006-004486-34,1,2009-07-29,2009-07-29,1,1,0,0,2,0,0,1,0,1,Eli Lilly and Company limited
2006-004489-15,1,2009-01-31,2009-01-31,1,0,0,0,2,0,0,1,0,1,MannKind Corporation
2006-004490-10,1,,,0,1,0,0,4,0,0,0,0,1,Laboratoires Menarini France
2006-004494-96,13,2009-08-31,2009-09-17,9,1,0,0,3,0,0,2,0,1,Bayer HealthCare AG
2006-004495-13,18,2011-10-11,2011-12-01,14,1,0,0,3,0,0,2,0,1,Bayer Healthcare AG
2006-004500-40,5,2011-04-27,2011-04-27,3,1,0,2,2,0,0,2,1,1,CELGENE EUROPE LIMITED
2006-004501-25,2,2008-05-12,2008-05-12,1,1,0,0,2,0,0,2,0,1,AstraZeneca AB
2006-004504-39,1,2012-12-20,2012-12-20,1,0,0,0,2,0,0,1,0,0,"Martin-Luther-Universität Halle-Wittenberg, vertreten durch den Kanzler"
2006-004507-18,13,2013-06-13,2013-06-13,7,1,0,2,3,0,0,2,1,1,Novartis Pharma Services AG
2006-004508-37,6,2008-07-07,2008-07-07,5,1,0,0,3,0,0,2,0,1,Nycomed GmbH
2006-004510-41,1,,,0,0,0,0,2,0,0,0,0,0,GEICAM (GRUPO ESPAÑOL DE INVESTIGACION EN CANCER DE MAMA)
2006-004511-21,1,2012-04-27,2012-04-27,1,0,0,0,2,0,0,1,0,0,Queen Mary University London
2006-004512-43,1,,,0,1,0,0,2,0,0,1,0,1,"Roche Farma, S.A."
2006-004513-18,10,2007-12-06,2007-12-22,5,1,0,0,3,0,0,2,1,1,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2006-004514-40,1,2007-08-22,2007-08-22,1,1,0,0,3,0,0,1,0,1,"Johnson & Johnson Pharamceutical Research & Development, L.L.C."
2006-004516-51,3,2008-12-01,2008-12-02,2,0,0,2,2,0,0,2,1,1,SERONO INTERNATIONAL SA
2006-004517-17,1,,,0,0,0,1,2,0,0,0,0,1,Stragen France
2006-004519-23,1,2011-12-31,2011-12-31,1,0,0,0,2,0,0,1,0,0,"Medizinische Universität Wien, Univ.Klinik für Dermatologie"
2006-004521-28,1,,,0,0,0,0,2,0,0,0,0,0,Imperial College London
2006-004522-85,1,,,0,0,0,0,4,0,0,0,0,0,Hyks
2006-004523-11,1,2007-09-04,2007-09-04,1,1,0,0,4,0,0,1,0,1,Dr. Willmar Schwabe GmbH & Co. KG
2006-004524-36,1,,,0,1,0,0,3,0,1,0,0,1,Novartis Consumer Health SA
2006-004526-90,1,,,0,0,0,0,2,0,0,1,0,0,Klinik Löwenstein gGmbH
2006-004528-35,3,2007-06-18,2007-06-18,1,0,0,0,2,0,0,2,1,1,Boehringer Ingelheim Pharma GmbH & Co. KG
2006-004529-27,5,2009-02-09,2009-02-09,2,1,0,0,2,0,0,2,1,1,SCS Boehringer Ingelheim Comm.V
2006-004530-33,1,2016-08-23,2016-08-23,1,1,0,3,1,0,1,1,0,1,Oy Lundbeck
2006-004532-73,1,2010-03-12,2010-03-12,1,1,0,1,3,0,0,1,0,1,Celgene International Sàrl
2006-004533-15,1,,,0,0,0,0,4,0,0,0,0,0,"Johannes Gutenberg-Universität Mainz, II. Med. Klinik (ausführende Stelle), Prof. Dr. T. Münzel"
2006-004534-32,7,2008-10-02,2008-10-02,5,1,0,0,3,0,0,2,1,2,Suomen MSD Oy
2006-004535-30,10,2008-07-30,2008-07-31,2,1,0,2,2,0,0,2,1,1,Merck Sharp & Dohme (Sweden) AB
2006-004540-23,8,2011-04-20,2011-07-12,5,1,0,0,2,0,0,1,0,1,Novartis Pharma Services AG
2006-004545-42,2,2008-08-12,2009-03-31,2,0,0,0,2,0,0,1,0,1,TROPHOS
2006-004547-35,1,2008-07-25,2008-07-25,1,1,0,0,4,0,0,1,0,1,Serono GmbH
2006-004552-21,8,2010-08-27,2010-08-27,3,1,0,0,3,0,0,2,0,1,ROCHE
2006-004553-17,5,2013-09-24,2013-09-24,1,1,0,1,2,0,0,2,1,1,Celgene Corporation
2006-004561-34,1,,,0,0,0,0,4,0,0,0,0,0,St. Olavs Hospital
2006-004564-32,1,2011-07-01,2011-07-01,1,0,0,0,2,0,0,1,1,0,University Medical center Utrecht
2006-004565-33,1,2007-12-07,2007-12-07,1,1,0,0,3,0,0,1,0,1,Chemische Fabrik Kreussler & Co.GmbH
2006-004566-13,3,2010-01-15,2010-12-31,2,1,0,0,2,0,0,1,0,1,MERCK KGaA
2006-004571-36,1,2008-07-25,2008-07-25,1,1,0,0,2,0,0,1,0,1,"Cougar Biotechnology, Inc"
2006-004572-13,2,2007-06-04,2007-07-09,2,0,0,0,2,0,0,1,0,1,Ardana Bioscience Ltd
2006-004573-95,1,,,0,0,0,1,2,0,0,0,0,0,Centre Oscar Lambret
2006-004578-29,1,,,0,0,0,0,4,0,0,0,0,0,Leids Universitair Medisch Centrum
2006-004582-33,1,2006-11-03,2006-11-03,1,0,0,1,2,0,0,1,0,1,Vectura Group plc
2006-004586-34,6,2007-10-31,2007-11-07,4,1,0,0,3,0,0,1,1,1,Novartis Pharma Services AG
2006-004587-30,1,2008-04-28,2008-04-28,1,0,0,0,3,0,0,1,0,1,NOVOSIS AG
2006-004592-35,1,2015-04-30,2015-04-30,1,1,0,1,2,0,0,1,0,0,Barts Health NHS Trust
2006-004595-13,16,2010-09-03,2010-10-08,11,1,0,0,3,0,0,2,0,1,Bayer HealthCare AG
2006-004598-83,1,,,0,0,0,1,3,0,0,0,0,0,EBMT (European group for Blood and Marrow Transplantation)
2006-004605-26,1,2010-06-12,2010-06-12,1,0,0,0,4,0,0,1,0,0,Manchester Mental Health &Social Care Trust
2006-004606-97,12,2009-03-30,2009-10-07,5,1,0,0,3,0,0,2,1,1,Astellas Pharma GmbH
2006-004608-37,7,2009-06-17,2009-07-17,4,1,0,0,3,0,0,2,0,1,"Vifor Pharma, Vifor (International) Ltd"
2006-004610-41,5,2010-06-30,2010-06-30,3,1,0,0,4,0,0,2,1,1,"Boehringer Ingelheim Pharmaceuticals, Inc"
2006-004611-21,1,2008-09-05,2008-09-05,1,1,0,0,4,0,0,1,0,0,University of Dundee
2006-004613-18,4,2009-11-10,2009-11-10,4,1,0,0,3,0,0,1,0,1,Bracco Imaging S.p.A.
2006-004618-42,1,,,0,0,0,0,2,0,0,1,0,0,AZIENDA OSPEDALIERA PROVINCIALE DI LECCO
2006-004619-23,4,2009-03-26,2009-05-08,3,1,0,0,2,0,0,1,0,1,Celgene Corporation
2006-004622-81,1,,,0,0,0,0,3,0,0,1,1,1,Novo Nordisk A/S
2006-004623-12,4,,,0,1,0,0,3,0,0,2,1,1,Novo Nordisk A/S
2006-004624-36,12,2011-04-26,2011-06-20,7,1,0,0,3,0,0,2,1,1,"Pfizer, S.L.U."
2006-004626-93,6,2009-10-24,2010-05-17,4,1,0,2,2,0,0,2,0,1,ThromboGenics N.V.
2006-004628-34,2,2015-06-30,2015-06-30,1,0,0,0,3,0,0,2,0,0,Charité - Universitätsmedizin Berlin
2006-004629-28,1,,,0,0,0,0,4,0,0,0,0,0,UZ Leuven
2006-004632-69,1,,,0,0,0,0,4,0,1,0,0,0,ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS (AP-HP)
2006-004633-15,1,2009-04-24,2009-04-24,1,1,0,0,2,0,0,1,0,1,BAYER Vital GmbH
2006-004634-32,12,2013-05-31,2013-05-31,8,1,0,0,3,0,0,2,0,1,F. Hoffmann-La Roche Ltd
2006-004635-30,1,,,0,0,0,1,2,0,0,0,0,0,CENTRE DU CANCER - CLINIQUES UNIVERSITAIRES SAINT-LUC
2006-004638-33,1,2008-04-20,2008-04-20,1,0,0,0,4,0,0,1,1,0,"Department of Orthopedic Surgery, Aarhus University"
2006-004639-31,1,2011-06-30,2011-06-30,1,0,0,0,2,0,0,1,0,0,TAKO
2006-004641-42,1,2011-04-07,2011-04-07,1,0,0,0,4,0,0,1,0,1,Gedeon Richter Plc
2006-004644-24,1,2008-06-16,2008-06-16,1,0,0,0,2,0,0,1,1,0,University of Bonn
2006-004647-37,1,2011-05-27,2011-05-27,1,0,0,0,4,0,0,1,0,0,Bangor University
2006-004650-24,1,2010-12-31,2010-12-31,1,0,0,0,4,0,0,1,1,0,IKP
2006-004661-34,1,,,0,0,0,1,2,0,0,0,0,0,HOSPICES CIVILS DE LYON
2006-004662-14,1,2010-06-30,2010-06-30,1,0,0,0,4,0,0,1,1,0,Swansea NHS Trust
2006-004664-31,1,,,0,0,0,0,3,0,0,1,1,1,NOVARTIS FARMA
2006-004665-33,2,2009-04-17,2009-04-17,2,1,0,0,2,0,0,1,0,1,Vertex Pharmaceuticals Incorporated
2006-004666-14,2,,,0,1,0,0,2,0,0,1,1,1,Novartis Pharma Services AG
2006-004667-61,1,2009-07-24,2009-07-24,1,0,0,0,2,0,0,1,0,0,Universitätsklinikum Hamburg-Eppendorf
2006-004669-32,1,,,0,1,0,0,2,0,1,1,0,1,Novartis Farmacéutica S.A
2006-004673-98,1,2009-03-10,2009-03-10,1,1,0,0,4,0,0,1,0,1,Roche (Hungary) Ltd.
2006-004674-27,1,,,0,0,0,0,3,0,0,0,0,0,Dutch Kidney Foundation
2006-004675-35,2,2009-05-14,2009-05-14,1,0,0,0,2,0,0,1,1,1,Elan Regulatory Holdings Ltd
2006-004676-12,1,2009-06-15,2009-06-15,1,1,0,0,3,0,0,1,0,1,Novartis Pharma GmbH
2006-004679-36,4,2012-04-04,2012-04-04,2,1,0,1,3,0,0,1,1,1,LABORATOIRE HRA PHARMA
2006-004684-58,3,2008-08-27,2008-08-27,1,1,0,0,2,0,1,2,0,1,Ferring Pharmaceuticals A/S
2006-004686-34,1,2010-11-30,2010-11-30,1,0,0,0,4,0,0,1,0,0,Karolinska University Hospital
2006-004693-27,15,2009-10-08,2011-07-15,8,1,0,0,3,0,0,2,1,1,Pfizer S.A.
2006-004694-97,6,2008-02-05,2008-02-07,6,1,0,0,2,0,0,1,0,1,GlaxoSmithKline Research & Development
2006-004695-12,2,,,0,0,0,0,2,0,0,0,0,1,GlaxoSmithKline Research & Development
2006-004696-35,1,2011-03-22,2011-03-22,1,0,0,0,4,0,0,1,1,0,Greater Glasgow and Clyde Health Board
2006-004698-86,1,,,0,0,0,0,4,0,0,0,0,0,Schmerzambulanz Innenstadt der LMU
2006-004702-56,9,2008-10-30,2009-12-19,7,1,0,0,3,0,0,2,1,1,Novo Nordisk A/S
2006-004705-26,1,,,0,0,0,1,4,0,0,0,0,0,Imperial College London
2006-004708-38,1,,,0,0,0,0,4,0,0,1,0,0,AZIENDA OSPEDALIERA ISTITUTI OSPITALIERI DI VERONA
2006-004709-24,1,,,0,0,0,0,2,0,0,0,0,0,ErasmusMC
2006-004710-41,1,2015-10-25,2015-10-25,1,1,0,1,3,0,0,1,0,0,St. Anna Kinderkrebsforschung
2006-004713-18,1,,,0,0,0,0,2,0,0,1,0,0,European Lung Cancer Working Party
2006-004714-40,3,2012-08-10,2012-08-10,1,1,0,0,2,0,0,2,0,1,Gilead Sciences Incorporated
2006-004715-22,1,2007-07-16,2007-07-16,1,1,0,0,2,0,0,1,0,1,Vertex Pharmaceuticals Incorporated
2006-004716-48,5,2008-10-16,2008-10-16,2,1,0,0,3,0,0,2,1,1,Servier Research and Development Limited
2006-004717-17,4,2007-09-26,2007-09-26,1,1,0,0,3,0,0,1,1,1,Institut de Recherches Internationales Servier
2006-004720-37,1,,,0,0,0,0,4,0,0,0,0,0,"CUB Hôpital Erasme, Department of Anesthesiology"
2006-004722-82,1,2007-04-04,2007-04-04,1,1,0,0,2,0,0,1,0,1,Novartis Pharma Services AG
2006-004726-91,1,,,0,0,0,0,3,0,0,0,0,0,CHRU de Lille
2006-004727-10,1,,,0,0,0,0,4,0,0,0,0,0,Kuopion Yliopistollinen Sairaala
2006-004729-27,1,,,0,0,0,3,4,0,0,0,0,0,Organisation name was not entered
2006-004731-29,1,,,0,1,0,0,3,0,0,1,1,1,Novo Nordisk A/S
2006-004733-15,1,2008-07-09,2008-07-09,1,1,0,0,3,0,0,1,0,1,Novo Nordisk A/S
2006-004735-30,1,2008-01-05,2008-01-05,1,0,0,0,2,0,0,1,0,1,Ineos Healthcare Ltd
2006-004736-79,2,2008-04-09,2008-05-16,2,0,0,0,2,0,0,1,0,1,Antisense Therapeutics Ltd.
2006-004738-33,1,2013-02-25,2013-02-25,1,0,0,0,4,0,0,1,0,0,Sheffield Teaching Hospitals NHS Foundation Trust
2006-004740-22,1,,,0,1,0,0,3,0,0,1,0,1,Sanofi-Aventis
2006-004746-16,1,,,0,0,0,0,4,0,0,0,0,0,Atrium Medisch Centrum Parkstad
2006-004748-22,1,,,0,0,0,1,2,0,0,0,0,0,AZIENDA OSPEDALIERA S. LUIGI GONZAGA
2006-004749-40,1,,,0,0,0,0,2,0,0,0,0,0,Pediatrics
2006-004751-38,1,,,0,0,0,0,2,0,0,1,0,0,OSPEDALE ONCOLOGICO DI BARI
2006-004752-21,1,,,0,0,0,0,2,0,0,1,0,0,"Karolinska Institute, Danderyds hospital"
2006-004756-20,13,2012-04-17,2012-04-17,10,1,0,0,3,0,0,2,0,1,sanofi-aventis recherche & développement
2006-004759-39,1,2010-03-03,2010-03-03,1,1,0,0,3,0,0,1,0,1,Dermapharm AG
2006-004760-31,1,2009-09-16,2009-09-16,1,1,0,0,3,0,0,1,1,0,University of Dundee
2006-004761-34,2,,,0,0,0,0,2,0,0,1,1,1,Astellas US Pharma US Inc.(APUS)
2006-004763-57,1,2013-09-01,2013-09-01,1,0,0,0,4,0,0,1,0,0,Odense University Hospital
2006-004764-31,1,,,0,0,0,0,1,0,1,0,0,0,Max Planck Institute of Psychiatry
2006-004768-30,1,,,0,0,0,0,2,0,0,0,0,0,GOELAMS
2006-004770-27,1,,,0,0,0,0,1,0,0,0,0,0,Fédération Francophone de Cancérologie Digestive - FFCD
2006-004772-12,3,,,0,0,0,2,2,0,0,0,0,0,Nordic Lymphoma Group
2006-004773-99,1,2010-06-28,2010-06-28,1,0,0,0,4,0,0,1,0,0,University Hospitals Leicester
2006-004774-27,13,2009-07-31,2009-07-31,9,1,0,0,3,0,0,2,0,1,GlaxoSmithKline S.A.
2006-004775-35,1,,,0,0,0,0,4,0,0,0,0,0,Barts and the London NHS Trust
2006-004776-12,9,2010-02-13,2010-12-13,7,0,0,0,3,0,0,2,0,1,COSMO TECHNOLOGIES LTD
2006-004777-10,5,2013-08-05,2013-08-08,2,1,0,0,2,0,0,2,1,1,GlaxoSmithKline Biologicals
2006-004779-36,3,2010-09-02,2010-09-02,1,0,0,0,2,0,0,2,0,1,"BioMimetic Therapeutics, Inc"
2006-004783-31,2,,,0,0,0,0,2,0,0,0,0,1,AstraZeneca AB
2006-004784-58,4,2010-11-26,2010-11-26,1,0,0,0,4,0,0,2,1,0,University of Leuven Hospitals
2006-004785-14,2,2008-12-01,2009-01-31,2,1,0,0,2,0,0,1,0,1,Celgene Corporation
2006-004790-10,1,,,0,1,0,0,2,0,0,0,0,1,GlaxoSmithKline Consumer Healthcare
2006-004791-12,1,,,0,0,0,0,2,0,0,1,0,0,ISTITUTI FISIOTERAPICI OSPITALIERI
2006-004794-10,1,,,0,1,0,0,4,0,0,1,0,1,Pfizer Limited
2006-004796-35,1,,,0,0,0,0,2,0,0,1,1,0,"R&D Department, Box 146, Addenbrooke's Hospital"
2006-004799-11,1,2010-08-26,2010-08-26,1,0,0,0,4,0,0,1,0,0,Coombe Women's Hospital
2006-004811-22,1,,,0,0,0,0,4,0,0,0,0,0,Erasmus Medical Center Rotterdam
2006-004814-41,7,2010-07-29,2010-07-29,3,1,0,0,3,0,0,2,1,1,Abbott GmbH & Co. KG
2006-004815-24,1,,,0,0,0,0,2,0,0,1,1,0,FONDAZIONE MICHELANGELO - AVANZAMENTO DELLO STUDIO E CURA DEI TUMORI
2006-004816-37,1,,,0,0,0,0,3,0,0,0,0,0,ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS (AP-HP)
2006-004817-16,6,2012-03-20,2013-03-20,4,1,0,0,3,0,0,1,1,1,"Genzyme Europe B.V, Netherlands"
2006-004820-35,1,,,0,1,0,0,3,0,0,1,0,1,ALK-ABELLO
2006-004822-97,1,2009-09-14,2009-09-14,1,0,0,1,1,0,0,1,1,0,The Royal Marsden NHSF Trust
2006-004824-35,3,2007-05-23,2007-05-23,1,1,0,0,2,0,0,2,1,1,Schering AG
2006-004826-10,1,2009-04-15,2009-04-15,1,0,0,0,4,0,0,1,0,0,Moorfields Eye Hospital
2006-004828-36,2,,,0,1,0,0,2,0,0,2,0,1,Boehringer Ingelheim Pharma GmbH & Co. KG
2006-004829-29,2,2008-10-03,2008-10-03,1,1,0,0,2,0,0,2,0,1,Boehringer Ingelheim Pharma GmbH & Co. KG
2006-004830-34,1,,,0,0,0,0,4,0,0,0,0,0,UNIVERSITY HOSPITALS ST LUC
2006-004834-33,6,2009-08-06,2009-10-29,4,0,0,0,2,0,0,1,0,1,OxyPharma AB
2006-004836-61,1,2006-09-30,2006-09-30,1,0,0,0,2,0,0,1,1,0,"Royal Hospital for Sick Children, Glasgow"
2006-004840-21,1,,,0,1,0,0,4,0,0,1,0,1,sanofi-aventis Netherlands B.V.
2006-004846-17,1,,,0,0,0,0,2,0,0,1,1,0,Sheffield Teaching Hospitals NHS Foundation Trust
2006-004847-47,1,,,0,0,0,0,2,0,0,0,0,0,Jeroen Bosch - Groot Ziekengasthuis
2006-004848-23,1,,,0,0,0,0,4,0,0,1,1,0,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI
2006-004849-42,1,,,0,0,0,0,3,0,0,1,1,0,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI
2006-004850-26,1,,,0,0,0,0,2,0,0,0,0,0,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI
2006-004851-39,1,,,0,0,0,0,2,0,0,0,0,0,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI
2006-004852-19,1,,,0,0,0,0,3,0,0,0,0,0,CHU de Nancy
2006-004853-38,1,,,0,0,0,0,4,0,0,1,1,0,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI
2006-004854-26,2,2007-08-03,2007-08-03,2,0,0,0,2,0,0,1,1,1,elbion AG
2006-004856-19,1,,,0,0,0,0,2,0,0,0,0,0,ISTITUTO EUROPEO DI ONCOLOGIA
2006-004857-86,1,,,0,0,0,0,2,0,0,0,0,1,Caprion Pharmaceuticals Inc.
2006-004858-25,1,,,0,0,0,0,4,0,0,0,0,0,Royal Free Hampstead NHS Trust
2006-004860-29,1,,,0,0,0,0,2,0,0,1,0,0,Charité- Universitätsmedizin Berlin
2006-004861-33,7,2010-08-05,2010-08-05,6,1,0,0,3,0,0,2,0,1,Novo Nordisk A/S
2006-004862-15,1,2016-03-16,2016-03-16,1,0,0,0,2,0,0,1,0,0,Centre Oscar Lambret
2006-004863-69,4,2010-07-14,2014-07-14,3,1,0,0,2,0,1,1,0,1,GlaxoSmithKline Biologicals
2006-004865-32,1,,,0,0,0,0,2,0,0,1,0,0,Aktion Bronchialkarzinom e.V.
2006-004866-14,1,,,0,0,0,3,4,0,0,0,0,0,TAYS
2006-004870-28,1,2009-02-05,2009-02-05,1,1,0,0,4,0,0,1,0,1,Boehringer Ingelheim Pharma GmbH & Co. KG
2006-004872-11,1,,,0,0,0,0,3,0,0,0,0,0,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI
2006-004874-29,1,,,0,1,0,0,4,0,0,0,0,1,"Almirall, SAS"
2006-004876-10,1,,,0,0,0,1,2,0,0,1,1,0,Department of Ophthalmology at St. Franziskus Hospital
2006-004878-28,1,,,0,0,0,0,4,0,1,0,0,0,UMCN farm-tox
2006-004879-35,5,2009-10-23,2009-10-23,1,1,0,1,2,0,0,2,1,1,Novo Nordisk A/S
2006-004881-15,1,,,0,0,0,0,3,0,0,0,0,0,CHU DE POITIERS
2006-004882-32,1,,,0,1,0,0,4,0,0,0,0,1,ALTANA Pharma bv
2006-004886-33,1,,,0,0,0,0,3,0,0,0,0,0,"University of Athens, Medical school"
2006-004888-54,9,2009-03-27,2009-03-27,7,1,0,0,3,0,0,2,0,1,EISAI LTD UK
2006-004890-93,7,2010-04-01,2010-04-01,7,1,0,0,3,0,0,1,0,1,Eisai Ltd
2006-004891-10,1,,,0,0,0,0,4,0,0,0,0,0,Charité - Universitätsmedizin Berlin
2006-004892-36,1,,,0,0,0,0,2,0,0,0,0,0,"Department of Rheumatology,University hospital,Lund"
2006-004893-29,4,2009-10-26,2010-06-09,2,1,0,0,2,0,0,2,0,1,Sanofi-aventis U.S. Inc.
2006-004899-13,2,2009-12-01,2009-12-01,1,1,0,0,3,0,0,1,0,1,Bayer Schering Pharma AG
2006-004902-16,1,,,0,0,0,0,2,0,1,0,0,0,Royal Bournemouth Hospital
2006-004912-28,1,2014-07-24,2014-07-24,1,1,0,0,1,0,0,1,0,0,European Organisation for Research and Treatment on Cancer
2006-004918-40,1,,,0,0,0,3,4,0,0,0,0,0,KYS
2006-004921-27,1,2009-03-25,2009-03-25,1,0,0,0,4,0,0,1,1,0,Psykiatrisk Center Gentofte
2006-004927-12,1,,,0,0,0,0,2,0,0,1,0,0,St Helier Hospital NHS Trust
2006-004929-28,1,,,0,0,0,0,2,0,0,1,1,1,GeneMedix plc
2006-004933-14,1,2007-02-22,2007-02-22,1,0,0,0,2,0,1,1,1,1,"Merck & Co., Inc."
2006-004937-13,1,,,0,0,0,0,3,0,0,0,0,0,Universita  di Firenze
2006-004942-18,8,2009-01-09,2009-03-11,3,1,0,0,3,0,0,2,1,1,sanofi-aventis recherche et developpment
2006-004945-40,7,2008-10-09,2008-10-09,3,0,0,0,2,0,0,2,1,1,Genmab A/S
2006-004946-17,9,2011-03-31,2011-04-08,3,1,0,0,3,0,0,2,0,1,GlaxoSmithKline S.A. España
2006-004949-41,1,,,0,0,0,0,3,0,0,1,0,0,POLICLINICO UNIVERSITARIO AGOSTINO GEMELLI
2006-004950-25,1,,,0,0,0,0,2,0,0,0,0,1,Cell Medica Ltd
2006-004956-19,2,2013-01-18,2013-01-18,1,1,0,1,2,0,0,1,0,1,Active Biotech Research AB
2006-004959-38,2,2008-07-03,2008-07-03,1,1,0,0,3,0,0,2,0,1,Shire Development Inc
2006-004963-68,1,2013-10-25,2013-10-25,1,0,0,0,2,0,0,1,0,0,Prof Vassilis Georgoulias
2006-004968-32,1,,,0,0,0,0,3,0,0,1,1,0,OSPEDALE S. RAFFAELE
2006-004971-37,1,,,0,1,0,0,4,0,0,1,1,0,King's College London
2006-004972-11,4,2008-02-28,2008-03-24,3,0,0,0,3,0,0,1,1,1,Solvay Pharmaceuticals Inc
